"Number.People","Ward","Division","House.Number","Street.Name","Address.Line.2"
856,27,22,3700,"SPRUCE ST","U OF P ASHURST"
798,27,22,3650,"SPRUCE ST",""
236,8,14,1512,"SPRUCE ST","DRAKE HOTEL"
199,5,9,1326,"SPRUCE ST","CENTER CITY ONE"
184,27,20,3909,"SPRUCE ST","U OF P VANPELT LRS"
162,8,14,1520,"SPRUCE ST","TOURAINE APTS"
144,27,22,3702,"SPRUCE ST",""
139,27,21,3817,"SPRUCE ST","U OF P MAYER"
107,5,14,1228,"SPRUCE ST","WELLINGTON SPRUCE APTS"
88,5,18,130,"SPRUCE ST","PENNS LANDING CONDO"
65,5,9,1327,"SPRUCE ST","MILESTONE APTS"
60,8,1,2220,"SPRUCE ST","SPRUCE ST APT 2220"
59,27,10,4418,"SPRUCE ST","CONCORD HALL"
50,60,8,4931,"SPRUCE ST",""
49,27,14,4301,"SPRUCE ST","CASTLE HILL APTS"
48,5,9,1321,"SPRUCE ST","BURLINGTON HOUSE APTS"
47,8,14,1530,"SPRUCE ST","NEWPORT APTS"
47,60,8,4935,"SPRUCE ST",""
46,46,23,4529,"SPRUCE ST","SPRUCE MANOR"
41,27,10,4400,"SPRUCE ST","SPRUCE HILL COURT"
38,27,9,4044,"SPRUCE ST",""
32,27,22,3720,"SPRUCE ST",""
31,8,5,1527,"SPRUCE ST","NASH APTS"
31,27,8,3916,"SPRUCE ST",""
31,27,1,4101,"SPRUCE ST","BERKSHIRE APTS"
31,60,8,4901,"SPRUCE ST","SHELDRAKE APTS"
30,5,7,1100,"SPRUCE ST",""
30,27,23,4300,"SPRUCE ST","CAMPUS APTS 4300"
28,27,9,4112,"SPRUCE ST",""
27,5,7,1122,"SPRUCE ST",""
27,27,14,4311,"SPRUCE ST","BLENHEIM APTS"
26,5,6,1035,"SPRUCE ST",""
26,27,8,3900,"SPRUCE ST",""
26,27,8,3908,"SPRUCE ST",""
24,5,6,1014,"SPRUCE ST",""
24,27,14,4323,"SPRUCE ST",""
24,46,19,4600,"SPRUCE ST",""
23,5,9,1307,"SPRUCE ST",""
23,27,8,3906,"SPRUCE ST",""
20,5,7,1114,"SPRUCE ST","CYPRESS APTS"
20,27,22,3600,"SPRUCE ST",""
19,5,9,1309,"SPRUCE ST",""
19,27,9,4035,"SPRUCE ST",""
19,27,14,4317,"SPRUCE ST","SPRUCE HILL APTS"
19,3,7,5900,"SPRUCE ST",""
18,8,8,2017,"SPRUCE ST",""
18,27,1,4141,"SPRUCE ST","SPRUCE HALL"
17,5,11,1201,"SPRUCE ST",""
17,8,4,1922,"SPRUCE ST",""
17,8,8,2011,"SPRUCE ST",""
17,8,13,2123,"SPRUCE ST",""
17,27,8,3928,"SPRUCE ST",""
16,5,19,532,"SPRUCE ST",""
16,5,6,902,"SPRUCE ST",""
16,5,7,1110,"SPRUCE ST",""
16,5,9,1305,"SPRUCE ST","LENNOX ANNEX APTS"
16,8,4,1722,"SPRUCE ST",""
15,5,2,329,"SPRUCE ST",""
15,5,19,628,"SPRUCE ST",""
15,5,7,1104,"SPRUCE ST",""
15,8,4,1728,"SPRUCE ST",""
15,8,4,1816,"SPRUCE ST",""
15,8,4,1820,"SPRUCE ST",""
15,27,9,4000,"SPRUCE ST",""
15,27,9,4018,"SPRUCE ST",""
15,27,9,4033,"SPRUCE ST",""
15,27,9,4046,"SPRUCE ST",""
15,27,9,4048,"SPRUCE ST",""
15,27,9,4059,"SPRUCE ST",""
15,27,1,4105,"SPRUCE ST","SPRUCEWOOD APTS"
15,27,14,4415,"SPRUCE ST","SPRUCE APTS 4415"
15,46,23,4537,"SPRUCE ST","COLONIAL TERRACE"
14,5,7,1112,"SPRUCE ST",""
14,5,7,1126,"SPRUCE ST",""
14,5,7,1208,"SPRUCE ST",""
14,8,8,1929,"SPRUCE ST",""
14,27,8,3914,"SPRUCE ST",""
14,27,8,3926,"SPRUCE ST",""
14,27,8,3934,"SPRUCE ST",""
13,5,6,912,"SPRUCE ST",""
13,5,6,1032,"SPRUCE ST",""
13,5,7,1106,"SPRUCE ST",""
13,5,7,1108,"SPRUCE ST",""
13,8,4,1814,"SPRUCE ST",""
13,8,8,2019,"SPRUCE ST",""
13,8,13,2101,"SPRUCE ST",""
13,8,2,2130,"SPRUCE ST",""
13,8,1,2224,"SPRUCE ST",""
13,8,9,2311,"SPRUCE ST",""
13,27,9,4004,"SPRUCE ST",""
13,27,9,4038,"SPRUCE ST",""
13,46,23,4530,"SPRUCE ST",""
12,5,6,924,"SPRUCE ST",""
12,5,6,1010,"SPRUCE ST",""
12,5,7,1118,"SPRUCE ST",""
12,5,7,1128,"SPRUCE ST",""
12,8,5,1429,"SPRUCE ST",""
12,8,14,1518,"SPRUCE ST",""
12,8,4,1830,"SPRUCE ST",""
12,8,8,1919,"SPRUCE ST",""
12,8,2,2020,"SPRUCE ST",""
12,8,2,2104,"SPRUCE ST",""
12,27,8,3924,"SPRUCE ST",""
12,27,9,4100,"SPRUCE ST",""
12,27,23,4232,"SPRUCE ST",""
12,27,23,4242,"SPRUCE ST",""
12,27,14,4401,"SPRUCE ST","SPRUCE APTS 4401"
11,5,6,1012,"SPRUCE ST",""
11,5,6,1020,"SPRUCE ST",""
11,5,6,1029,"SPRUCE ST",""
11,5,11,1203,"SPRUCE ST",""
11,5,7,1206,"SPRUCE ST",""
11,5,9,1311,"SPRUCE ST",""
11,8,5,1417,"SPRUCE ST",""
11,8,4,1720,"SPRUCE ST",""
11,8,6,1723,"SPRUCE ST",""
11,8,4,1724,"SPRUCE ST","SCARLETT TOWN HOUSE"
11,8,4,1826,"SPRUCE ST",""
11,8,8,2043,"SPRUCE ST",""
11,27,8,3904,"SPRUCE ST",""
11,27,9,4036,"SPRUCE ST",""
11,46,23,4513,"SPRUCE ST",""
11,46,23,4519,"SPRUCE ST",""
11,46,22,4615,"SPRUCE ST",""
11,46,19,4626,"SPRUCE ST",""
11,60,9,5038,"SPRUCE ST",""
641,27,19,3333,"WALNUT ST","U OF P HILL HOUSE"
347,27,11,3925,"WALNUT ST",""
298,8,12,2020,"WALNUT ST","WANAMAKER HOUSE"
226,3,4,6250,"WALNUT ST","WALNUT PARK PLAZA APTS"
225,27,18,3900,"WALNUT ST","U OF P LRN"
224,8,27,2300,"WALNUT ST","RIVERLOFT APT"
216,27,19,3131,"WALNUT ST",""
171,8,13,2100,"WALNUT ST","EMBASSY APT"
153,5,11,1000,"WALNUT ST","ORLOWITZ HALL"
153,8,10,1901,"WALNUT ST","RITTENHOUSE PLAZA APTS"
130,8,5,1616,"WALNUT ST",""
116,5,28,1213,"WALNUT ST",""
109,5,12,950,"WALNUT ST","JEFF HOSPITAL BARRINGER"
74,5,2,320,"WALNUT ST",""
74,5,2,400,"WALNUT ST",""
72,3,4,6212,"WALNUT ST","CARE PAVILION"
66,8,5,1411,"WALNUT ST",""
58,8,5,1600,"WALNUT ST",""
58,60,23,4723,"WALNUT ST",""
56,60,1,4511,"WALNUT ST","MERCY DOUGLAS HMN 4511"
55,8,11,1700,"WALNUT ST",""
55,60,23,4715,"WALNUT ST","BELVEDERE APTS"
52,5,28,1218,"WALNUT ST","MIDTOWN APTS"
49,8,9,2220,"WALNUT ST","ROOSEVELT APTS"
44,27,11,3833,"WALNUT ST",""
43,8,5,1529,"WALNUT ST",""
40,8,5,1401,"WALNUT ST",""
39,27,9,4044,"WALNUT ST","WALNUT ARMS"
39,60,13,5100,"WALNUT ST","LA BLANCHE APTS"
38,27,19,2929,"WALNUT ST",""
36,27,6,4111,"WALNUT ST","WALNUT HILL APTS"
34,8,27,2135,"WALNUT ST","WALNUT PLAZA"
33,27,6,4045,"WALNUT ST",""
31,60,18,5644,"WALNUT ST","WALNUT ST BOARDING HOUSE"
29,27,11,3817,"WALNUT ST",""
29,27,9,4040,"WALNUT ST",""
26,27,11,3805,"WALNUT ST",""
26,27,6,4027,"WALNUT ST",""
24,27,11,3819,"WALNUT ST",""
23,5,28,1200,"WALNUT ST",""
23,5,29,1334,"WALNUT ST","CONGRESS HOTEL"
22,5,12,721,"WALNUT ST",""
20,27,9,4036,"WALNUT ST",""
20,46,23,4504,"WALNUT ST",""
19,8,27,2313,"WALNUT ST",""
19,60,1,4525,"WALNUT ST",""
19,46,23,4528,"WALNUT ST",""
19,46,23,4532,"WALNUT ST",""
19,46,22,4636,"WALNUT ST",""
18,8,13,2118,"WALNUT ST",""
18,27,6,4039,"WALNUT ST",""
17,8,12,2014,"WALNUT ST",""
17,27,6,4043,"WALNUT ST",""
17,60,19,5700,"WALNUT ST",""
16,8,27,2133,"WALNUT ST",""
16,27,6,4029,"WALNUT ST",""
15,5,28,1206,"WALNUT ST",""
15,46,22,4844,"WALNUT ST",""
14,8,10,1805,"WALNUT ST",""
14,8,12,2008,"WALNUT ST",""
14,8,12,2012,"WALNUT ST",""
14,8,13,2114,"WALNUT ST",""
14,8,27,2205,"WALNUT ST",""
14,8,27,2207,"WALNUT ST",""
14,27,9,4028,"WALNUT ST",""
14,46,22,4624,"WALNUT ST",""
14,46,22,4628,"WALNUT ST",""
14,46,22,4632,"WALNUT ST",""
14,60,12,5032,"WALNUT ST",""
13,5,3,500,"WALNUT ST",""
13,5,28,1221,"WALNUT ST",""
13,5,29,1324,"WALNUT ST",""
13,8,5,1512,"WALNUT ST",""
13,8,12,2006,"WALNUT ST",""
13,27,6,4025,"WALNUT ST",""
13,27,14,4412,"WALNUT ST",""
13,46,22,4640,"WALNUT ST",""
12,5,28,1109,"WALNUT ST",""
12,8,12,2027,"WALNUT ST",""
12,8,12,2041,"WALNUT ST",""
12,46,23,4530,"WALNUT ST",""
11,5,1,101,"WALNUT ST",""
11,8,27,2131,"WALNUT ST",""
11,60,12,5052,"WALNUT ST",""
11,60,14,5218,"WALNUT ST",""
574,8,16,1919,"CHESTNUT ST","WILLIAM PENN HOUSE"
409,8,27,2400,"CHESTNUT ST","CHESTNUT APTS 2400"
323,8,15,2101,"CHESTNUT ST","AMBASSADOR TOWN HOUSE"
272,5,12,834,"CHESTNUT ST","BENJ FRANKLIN HSE"
237,8,7,2116,"CHESTNUT ST",""
230,5,28,1229,"CHESTNUT ST","ADELPHIA HOUSE"
204,27,3,3650,"CHESTNUT ST","U OF P GRAD TOWER B"
199,27,3,3600,"CHESTNUT ST","U OF P GRAD TOWER A"
169,27,19,3200,"CHESTNUT ST",""
163,8,5,1500,"CHESTNUT ST","PENNSYLVANIA HOUSE"
161,27,11,3900,"CHESTNUT ST","U OF P CHESTNUT HALL"
145,27,3,3411,"CHESTNUT ST",""
141,27,19,2930,"CHESTNUT ST",""
118,8,10,1930,"CHESTNUT ST",""
108,5,29,1338,"CHESTNUT ST",""
99,27,11,3737,"CHESTNUT ST",""
80,8,15,2021,"CHESTNUT ST",""
79,8,11,1700,"CHESTNUT ST",""
78,3,2,6212,"CHESTNUT ST","BRIGHTON COURT"
73,27,11,3945,"CHESTNUT ST",""
66,3,2,6235,"CHESTNUT ST","COBBS CREEK COURT APTS"
65,5,29,1346,"CHESTNUT ST",""
58,5,28,1201,"CHESTNUT ST",""
58,5,29,1300,"CHESTNUT ST",""
56,5,28,1011,"CHESTNUT ST",""
55,8,7,2201,"CHESTNUT ST","CORONADO APTS"
52,8,15,2025,"CHESTNUT ST",""
50,60,4,5429,"CHESTNUT ST",""
47,8,15,1811,"CHESTNUT ST",""
35,8,5,1510,"CHESTNUT ST",""
35,8,5,1600,"CHESTNUT ST",""
34,27,11,3609,"CHESTNUT ST",""
33,27,6,4133,"CHESTNUT ST",""
31,5,28,1210,"CHESTNUT ST",""
30,27,11,3818,"CHESTNUT ST",""
29,27,11,3701,"CHESTNUT ST","U OF P INTERNATIONAL"
28,8,15,1737,"CHESTNUT ST",""
27,8,10,1920,"CHESTNUT ST",""
27,27,6,4039,"CHESTNUT ST","CHESTNUT ARMS"
26,5,2,421,"CHESTNUT ST",""
25,5,12,710,"CHESTNUT ST",""
25,27,6,4042,"CHESTNUT ST",""
24,8,15,2003,"CHESTNUT ST",""
24,60,1,4500,"CHESTNUT ST",""
23,27,6,4035,"CHESTNUT ST","BRANDEN APTS"
21,27,19,3000,"CHESTNUT ST",""
21,27,6,4046,"CHESTNUT ST",""
20,5,1,116,"CHESTNUT ST",""
20,5,28,1001,"CHESTNUT ST",""
20,8,5,1530,"CHESTNUT ST",""
17,5,28,1033,"CHESTNUT ST",""
17,8,15,2007,"CHESTNUT ST",""
17,8,15,2041,"CHESTNUT ST",""
16,5,28,1232,"CHESTNUT ST",""
15,5,28,1204,"CHESTNUT ST",""
15,27,13,4258,"CHESTNUT ST",""
14,5,1,122,"CHESTNUT ST",""
13,5,1,117,"CHESTNUT ST",""
13,8,15,1925,"CHESTNUT ST",""
13,27,11,3939,"CHESTNUT ST",""
13,27,6,4009,"CHESTNUT ST",""
13,27,13,4300,"CHESTNUT ST","NETHERLANDS APTS"
13,60,23,4708,"CHESTNUT ST",""
12,8,15,1927,"CHESTNUT ST",""
12,27,6,4217,"CHESTNUT ST",""
11,8,15,2035,"CHESTNUT ST",""
11,27,3,3141,"CHESTNUT ST",""
11,60,2,4926,"CHESTNUT ST",""
656,8,20,1500,"LOCUST ST","1500 LOCUST ST APTS"
621,8,21,1420,"LOCUST ST","ACADEMY HOUSE"
330,27,18,3901,"LOCUST ST","U OF P HRN"
313,27,21,3820,"LOCUST ST","U OF P HARNWELL HRE"
248,5,12,801,"LOCUST ST","AMER POSTAL WORKERS HSE"
232,5,9,1324,"LOCUST ST","ARTS TOWER"
224,5,1,200,"LOCUST ST","SOCIETY HILL TOWERS N"
213,5,1,220,"LOCUST ST","SOCIETY HILL TOWERS S"
207,5,1,210,"LOCUST ST","SOCIETY HILL TOWERS W"
192,27,1,4247,"LOCUST ST","FAIRFAX APTS LOCUST"
155,8,12,2031,"LOCUST ST","LOCUST APTS 2031"
132,8,5,1425,"LOCUST ST",""
121,5,11,1111,"LOCUST ST",""
118,5,5,850,"LOCUST ST","ST GEORGE MANOR"
109,8,11,1701,"LOCUST ST","WARWICK HOTEL"
108,8,9,2429,"LOCUST ST","LOCUST POINT APTS"
101,8,20,1530,"LOCUST ST","VERSAILLES APTS"
46,46,22,4815,"LOCUST ST",""
37,8,5,1501,"LOCUST ST",""
31,8,5,1616,"LOCUST ST",""
27,27,1,4100,"LOCUST ST",""
27,46,22,4710,"LOCUST ST","DORSET APTS"
24,5,11,1222,"LOCUST ST",""
24,8,5,1601,"LOCUST ST",""
24,8,13,2130,"LOCUST ST",""
23,5,5,810,"LOCUST ST",""
20,8,5,1515,"LOCUST ST",""
19,8,13,2125,"LOCUST ST",""
15,8,13,2131,"LOCUST ST",""
15,27,9,4021,"LOCUST ST",""
15,27,1,4103,"LOCUST ST",""
14,8,12,2049,"LOCUST ST",""
14,60,14,5447,"LOCUST ST",""
13,60,14,5431,"LOCUST ST",""
12,5,5,700,"LOCUST ST",""
12,27,1,4109,"LOCUST ST",""
12,27,14,4404,"LOCUST ST",""
12,46,22,4813,"LOCUST ST",""
11,5,11,1101,"LOCUST ST",""
11,8,5,1417,"LOCUST ST",""
11,8,13,2122,"LOCUST ST",""
11,8,13,2134,"LOCUST ST",""
11,27,1,4111,"LOCUST ST",""
11,27,14,4406,"LOCUST ST",""
181,46,19,4701,"PINE ST","GARDEN COURT PLAZA APT"
87,8,14,1500,"PINE ST","PINE TREE APTS"
58,46,7,4840,"PINE ST","PINE MANOR APTS PINE"
47,46,7,4800,"PINE ST","PINE VISTA APTS"
45,8,14,1499,"PINE ST",""
38,46,19,4720,"PINE ST","GARDEN COURT SOUTH 4720"
37,27,2,4200,"PINE ST",""
35,46,7,4816,"PINE ST","PINE LODGE APTS"
34,8,28,2310,"PINE ST",""
34,46,19,4748,"PINE ST","BOURNE COURT APTS"
33,5,14,1330,"PINE ST",""
33,46,19,4742,"PINE ST",""
31,8,28,2300,"PINE ST",""
31,60,9,5016,"PINE ST",""
29,27,5,4000,"PINE ST",""
29,27,10,4417,"PINE ST","SHERWOOD COURT BLDG A"
29,46,18,4514,"PINE ST",""
29,46,19,4643,"PINE ST","GARDEN COURT APTS 4643"
28,46,19,4617,"PINE ST","GARDEN COURT APTS 4617"
27,8,3,1829,"PINE ST",""
27,46,19,4621,"PINE ST",""
26,5,7,1001,"PINE ST",""
25,46,19,4740,"PINE ST","GARDEN COURT SOUTH 4740"
23,5,7,1119,"PINE ST",""
23,46,18,4504,"PINE ST",""
23,46,19,4625,"PINE ST",""
23,46,19,4631,"PINE ST","GARDEN COURT APTS 4631"
23,46,19,4637,"PINE ST",""
22,5,7,1137,"PINE ST",""
21,27,8,3927,"PINE ST",""
21,46,19,4730,"PINE ST","GARDEN COURT SOUTH 4730"
21,46,7,4845,"PINE ST","LAFAYETTE APTS"
19,8,3,1612,"PINE ST",""
18,27,9,4109,"PINE ST",""
18,46,7,4833,"PINE ST",""
17,46,23,4525,"PINE ST",""
17,46,7,4801,"PINE ST",""
17,46,7,4815,"PINE ST",""
16,27,9,4111,"PINE ST",""
16,46,7,4827,"PINE ST",""
16,46,7,4839,"PINE ST",""
15,5,5,732,"PINE ST",""
15,8,1,2124,"PINE ST",""
15,46,7,4807,"PINE ST",""
14,8,14,1519,"PINE ST",""
14,8,14,1532,"PINE ST",""
14,8,3,1834,"PINE ST",""
14,8,2,2009,"PINE ST",""
14,8,2,2107,"PINE ST",""
14,27,9,4019,"PINE ST",""
14,27,9,4101,"PINE ST",""
14,46,23,4527,"PINE ST",""
13,5,5,832,"PINE ST",""
13,5,8,906,"PINE ST",""
13,5,8,1026,"PINE ST",""
13,8,3,1706,"PINE ST",""
13,8,3,1738,"PINE ST",""
13,8,3,1820,"PINE ST",""
13,8,3,1836,"PINE ST",""
13,27,9,4105,"PINE ST",""
13,60,9,5145,"PINE ST",""
12,5,8,912,"PINE ST",""
12,5,8,1138,"PINE ST",""
12,8,14,1536,"PINE ST",""
12,8,3,1702,"PINE ST",""
12,8,3,1734,"PINE ST",""
12,8,3,1815,"PINE ST",""
12,8,3,1825,"PINE ST",""
12,8,3,1828,"PINE ST",""
12,27,8,3932,"PINE ST",""
12,27,5,4004,"PINE ST",""
12,27,23,4209,"PINE ST",""
12,27,23,4219,"PINE ST",""
12,60,9,4900,"PINE ST",""
11,5,2,409,"PINE ST",""
11,5,5,708,"PINE ST",""
11,5,14,1300,"PINE ST",""
11,8,14,1534,"PINE ST",""
11,8,3,1728,"PINE ST",""
11,8,3,1817,"PINE ST",""
11,8,3,1819,"PINE ST",""
11,8,2,2027,"PINE ST",""
11,27,8,3929,"PINE ST",""
11,27,5,4006,"PINE ST",""
11,27,9,4021,"PINE ST",""
11,27,5,4114,"PINE ST",""
11,27,10,4430,"PINE ST",""
11,46,23,4519,"PINE ST",""
11,46,7,4821,"PINE ST",""
11,60,9,4950,"PINE ST",""
852,20,7,2029,"N BROAD ST",""
356,32,7,2108,"N BROAD ST","TEMPLE UNIV WHITE HALL"
249,20,11,1601,"N BROAD ST",""
240,20,11,1603,"N BROAD ST",""
233,8,26,640,"N BROAD ST",""
163,47,2,1220,"N BROAD ST","PHILADELPHIA REGENCY"
161,37,7,2601,"N BROAD ST","PEOPLE UNITED TOGETHER"
155,5,25,317,"N BROAD ST","PACKARD MOTOR CAR BLDG"
150,20,7,2025,"N BROAD ST",""
90,32,7,2150,"N BROAD ST",""
80,8,30,322,"N BROAD ST",""
59,37,4,2415,"N BROAD ST",""
57,5,25,511,"N BROAD ST",""
57,47,1,918,"N BROAD ST",""
57,10,11,7000,"N BROAD ST","LARSAM COURT APT"
48,14,4,699,"N BROAD ST",""
47,14,4,715,"N BROAD ST","SALVATION ARMY 715"
46,14,1,523,"N BROAD ST",""
43,49,8,6515,"N BROAD ST","QUEEN COURT APTS"
39,5,25,339,"N BROAD ST",""
35,10,11,7020,"N BROAD ST",""
31,47,3,1440,"N BROAD ST",""
31,10,11,6930,"N BROAD ST",""
26,17,21,5224,"N BROAD ST",""
25,15,7,722,"N BROAD ST",""
24,10,11,6922,"N BROAD ST",""
23,15,7,814,"N BROAD ST",""
21,15,7,802,"N BROAD ST",""
19,49,8,6433,"N BROAD ST","SHELTON APTS"
19,49,8,6455,"N BROAD ST",""
15,43,1,4115,"N BROAD ST",""
14,37,4,2301,"N BROAD ST",""
12,32,7,2010,"N BROAD ST",""
11,5,25,315,"N BROAD ST",""
11,47,2,1248,"N BROAD ST",""
11,16,2,2332,"N BROAD ST",""
11,13,16,3822,"N BROAD ST",""
11,43,1,4145,"N BROAD ST",""
494,47,12,1601,"N 15TH ST",""
119,8,25,117,"N 15TH ST","THE METROPOLITAN"
81,8,30,325,"N 15TH ST","STILES ALUMNI HALL"
59,47,3,1500,"N 15TH ST",""
54,17,4,6201,"N 15TH ST","STENTON HOUSE"
52,17,24,5025,"N 15TH ST","HARMONY HOUSE"
46,47,3,1417,"N 15TH ST",""
40,10,11,7101,"N 15TH ST","HAMMOND GARDENS APTS"
35,47,3,1516,"N 15TH ST",""
35,10,11,6935,"N 15TH ST",""
28,47,6,1628,"N 15TH ST",""
25,47,3,1411,"N 15TH ST",""
25,10,11,7033,"N 15TH ST",""
24,47,3,1429,"N 15TH ST","ANTOINETT APTS"
22,10,11,7011,"N 15TH ST","WINDSOR TERRACE"
21,47,3,1401,"N 15TH ST",""
20,10,11,6945,"N 15TH ST",""
20,10,11,7021,"N 15TH ST",""
18,47,6,1612,"N 15TH ST",""
18,10,11,7041,"N 15TH ST",""
13,47,3,1535,"N 15TH ST",""
12,47,3,1511,"N 15TH ST",""
12,13,25,3653,"N 15TH ST",""
11,16,3,2402,"N 15TH ST",""
11,11,3,3131,"N 15TH ST",""
157,8,25,200,"N 16TH ST",""
105,47,5,1401,"N 16TH ST","APARTMENTS 1401"
65,47,5,1400,"N 16TH ST","BECKETT GARDEN"
29,10,7,6649,"N 16TH ST","KINSDALE ARMS"
20,17,27,5830,"N 16TH ST",""
16,11,5,3540,"N 16TH ST",""
15,16,2,2351,"N 16TH ST",""
15,11,13,3127,"N 16TH ST",""
14,8,26,655,"N 16TH ST",""
14,32,5,1814,"N 16TH ST",""
13,11,13,3136,"N 16TH ST",""
13,11,13,3140,"N 16TH ST",""
12,8,26,636,"N 16TH ST",""
12,47,3,1515,"N 16TH ST",""
12,11,13,3130,"N 16TH ST",""
12,11,13,3145,"N 16TH ST",""
11,8,26,600,"N 16TH ST",""
11,47,3,1521,"N 16TH ST",""
11,32,7,2126,"N 16TH ST",""
131,14,9,970,"N 07TH ST","ASCENSION MANOR II"
55,14,9,973,"N 07TH ST",""
27,14,11,845,"N 07TH ST",""
17,37,13,2327,"N 07TH ST",""
94,18,15,1730,"N 05TH ST",""
69,5,23,720,"N 05TH ST",""
59,61,24,6620,"N 05TH ST",""
56,18,9,1325,"N 05TH ST",""
37,5,15,919,"N 05TH ST",""
25,18,14,1401,"N 05TH ST",""
25,18,15,1720,"N 05TH ST",""
20,18,15,1700,"N 05TH ST",""
13,5,23,702,"N 05TH ST",""
13,18,9,1216,"N 05TH ST",""
12,5,23,634,"N 05TH ST",""
12,5,23,849,"N 05TH ST",""
11,5,15,1019,"N 05TH ST",""
11,19,6,3021,"N 05TH ST",""
1257,5,9,315,"S BROAD ST",""
290,36,34,1100,"S BROAD ST",""
209,8,14,440,"S BROAD ST",""
168,2,20,777,"S BROAD ST",""
89,8,14,320,"S BROAD ST",""
54,5,22,521,"S BROAD ST",""
35,2,7,1221,"S BROAD ST",""
17,36,35,1222,"S BROAD ST",""
16,30,4,1000,"S BROAD ST",""
13,1,20,1321,"S BROAD ST",""
12,1,20,1443,"S BROAD ST",""
136,5,24,201,"N 08TH ST",""
125,20,4,1600,"N 08TH ST","GRAY MANOR"
61,5,31,407,"N 08TH ST",""
54,61,23,6610,"N 08TH ST","OAK LYNNE HALL APTS"
45,49,18,6344,"N 08TH ST","EOLA APTS"
34,61,23,6628,"N 08TH ST",""
32,5,31,304,"N 08TH ST",""
21,5,31,300,"N 08TH ST",""
15,49,18,6523,"N 08TH ST",""
11,14,10,719,"N 08TH ST",""
11,14,10,721,"N 08TH ST",""
11,37,15,2621,"N 08TH ST",""
11,49,18,6515,"N 08TH ST",""
60,18,10,1741,"FRANKFORD AVE","NEUMANN MEDICAL CENTER"
54,64,1,8216,"FRANKFORD AVE",""
54,65,18,8239,"FRANKFORD AVE",""
49,23,23,4321,"FRANKFORD AVE",""
37,57,18,8712,"FRANKFORD AVE",""
36,25,18,3017,"FRANKFORD AVE",""
29,23,23,4111,"FRANKFORD AVE",""
26,25,18,3023,"FRANKFORD AVE",""
25,45,8,3367,"FRANKFORD AVE",""
24,18,2,1045,"FRANKFORD AVE",""
19,65,10,9801,"FRANKFORD AVE",""
18,62,16,5738,"FRANKFORD AVE",""
18,64,1,8214,"FRANKFORD AVE",""
16,25,21,3137,"FRANKFORD AVE",""
16,62,6,5029,"FRANKFORD AVE",""
16,65,11,8383,"FRANKFORD AVE","PENN ROBERTS APTS BLDG B"
14,45,9,3242,"FRANKFORD AVE",""
14,62,26,6100,"FRANKFORD AVE",""
13,45,8,3427,"FRANKFORD AVE",""
13,23,23,4251,"FRANKFORD AVE",""
13,65,11,8381,"FRANKFORD AVE","PENN ROBERTS APTS BLDG A"
12,45,8,3309,"FRANKFORD AVE",""
11,31,8,2431,"FRANKFORD AVE",""
11,25,15,2810,"FRANKFORD AVE",""
11,25,15,2842,"FRANKFORD AVE",""
11,45,8,3339,"FRANKFORD AVE",""
11,62,16,5742,"FRANKFORD AVE",""
11,64,5,7900,"FRANKFORD AVE",""
326,8,23,2323,"RACE ST",""
324,24,18,3301,"RACE ST","DREXEL UNIV MYERS"
323,24,10,3300,"RACE ST",""
274,5,13,1221,"RACE ST","ST JOHNS HOSPICE"
211,24,19,3200,"RACE ST",""
126,4,8,5600,"RACE ST","MAHLON LEWIS APTS"
108,5,27,301,"RACE ST","THE WIREWORKS APTS"
75,5,24,1010,"RACE ST",""
53,4,12,5700,"RACE ST","MT CARMEL GARDENS"
46,5,30,205,"RACE ST",""
39,24,19,3201,"RACE ST",""
35,5,10,222,"RACE ST",""
31,5,27,323,"RACE ST",""
31,44,14,5031,"RACE ST",""
27,8,17,1916,"RACE ST",""
20,5,24,928,"RACE ST",""
19,8,24,1708,"RACE ST",""
16,5,10,212,"RACE ST",""
12,5,27,327,"RACE ST",""
47,49,9,5110,"N 06TH ST",""
30,18,15,1701,"N 06TH ST",""
26,14,11,844,"N 06TH ST",""
22,49,13,4835,"N 06TH ST",""
21,20,2,1426,"N 06TH ST",""
12,61,1,5440,"N 06TH ST",""
45,8,17,100,"N 17TH ST",""
45,17,11,6100,"N 17TH ST","GRANADA APTS"
27,17,14,6001,"N 17TH ST",""
25,16,5,2653,"N 17TH ST",""
22,15,7,718,"N 17TH ST",""
21,11,11,2900,"N 17TH ST",""
13,32,8,1922,"N 17TH ST",""
12,32,5,1845,"N 17TH ST",""
11,47,8,1512,"N 17TH ST",""
11,47,3,1517,"N 17TH ST",""
11,47,6,1611,"N 17TH ST",""
11,32,11,2026,"N 17TH ST",""
11,11,5,3411,"N 17TH ST",""
193,5,27,444,"N 04TH ST",""
71,5,27,209,"N 04TH ST","OLDE CITY PLACE APTS"
61,5,16,25,"N 04TH ST",""
58,5,16,125,"N 04TH ST",""
47,5,32,1147,"N 04TH ST",""
46,5,27,213,"N 04TH ST",""
29,5,17,1027,"N 04TH ST",""
29,5,32,1133,"N 04TH ST",""
20,5,23,850,"N 04TH ST",""
15,19,17,2637,"N 04TH ST",""
12,19,14,2137,"N 04TH ST",""
157,8,30,450,"N 18TH ST",""
142,8,30,500,"N 18TH ST",""
31,15,3,627,"N 18TH ST",""
17,32,9,1850,"N 18TH ST",""
13,32,9,1910,"N 18TH ST",""
13,13,20,3750,"N 18TH ST",""
